Reporter Countries,Partner Countries,export_qty_t,partner_total_from_reporters,dependency_pct
India,Lebanon,202579.33,1303923.32,15.5
Pakistan,Lebanon,108227.79000000001,1303923.32,8.3
TÃ¼rkiye,Lebanon,79276.12,1303923.32,6.1
United States of America,Lebanon,75064.31,1303923.32,5.8
Greece,Lebanon,29585.850000000002,1303923.32,2.3
Russian Federation,Lebanon,29271.27,1303923.32,2.2
Spain,Lebanon,10081.69,1303923.32,0.8
Portugal,Lebanon,8526.019999999999,1303923.32,0.7
Viet Nam,Lebanon,9060.34,1303923.32,0.7
Argentina,Lebanon,3182.0,1303923.32,0.2
Bulgaria,Lebanon,2133.24,1303923.32,0.2
France,Lebanon,2685.58,1303923.32,0.2
Uruguay,Lebanon,1617.0,1303923.32,0.1
Guyana,Lebanon,72.0,1303923.32,0.0
Niger,Lebanon,265.71,1303923.32,0.0
Paraguay,Lebanon,188.07999999999998,1303923.32,0.0
United Republic of Tanzania,Lebanon,89.98,1303923.32,0.0
Pakistan,Lesotho,43681.0,50333.32,86.8
India,Lesotho,6570.0,50333.32,13.1
Thailand,Lesotho,80.0,50333.32,0.2
United States of America,Lesotho,2.32,50333.32,0.0
India,Liberia,3389954.41,3977791.68,85.2
United States of America,Liberia,320967.82,3977791.68,8.1
Thailand,Liberia,133086.61,3977791.68,3.3
Pakistan,Liberia,48566.0,3977791.68,1.2
Spain,Liberia,47481.22,3977791.68,1.2
Viet Nam,Liberia,25645.28,3977791.68,0.6
Uruguay,Liberia,6637.0,3977791.68,0.2
Egypt,Liberia,4147.0,3977791.68,0.1
Argentina,Liberia,1.0,3977791.68,0.0
Benin,Liberia,2.64,3977791.68,0.0
Bulgaria,Liberia,6.0,3977791.68,0.0
France,Liberia,2.96,3977791.68,0.0
Italy,Liberia,87.0,3977791.68,0.0
Portugal,Liberia,0.96,3977791.68,0.0
Russian Federation,Liberia,2.82,3977791.68,0.0
TÃ¼rkiye,Liberia,1175.96,3977791.68,0.0
United Republic of Tanzania,Liberia,27.0,3977791.68,0.0
Egypt,Libya,771792.13,1847026.8800000001,41.8
TÃ¼rkiye,Libya,266595.09,1847026.8800000001,14.4
United States of America,Libya,258693.57,1847026.8800000001,14.0
India,Libya,252061.08000000002,1847026.8800000001,13.6
Thailand,Libya,170266.91,1847026.8800000001,9.2
Spain,Libya,54132.73,1847026.8800000001,2.9
Italy,Libya,22011.13,1847026.8800000001,1.2
Greece,Libya,19811.37,1847026.8800000001,1.1
Pakistan,Libya,17982.9,1847026.8800000001,1.0
Portugal,Libya,9832.32,1847026.8800000001,0.5
Viet Nam,Libya,3195.5299999999997,1847026.8800000001,0.2
Argentina,Libya,49.99,1847026.8800000001,0.0
France,Libya,0.13,1847026.8800000001,0.0
Uruguay,Libya,602.0,1847026.8800000001,0.0
Pakistan,Lithuania,180380.89,399584.16000000003,45.1
Viet Nam,Lithuania,67163.38,399584.16000000003,16.8
India,Lithuania,57884.05,399584.16000000003,14.5
Thailand,Lithuania,34741.840000000004,399584.16000000003,8.7
Italy,Lithuania,22986.28,399584.16000000003,5.8
Greece,Lithuania,22439.0,399584.16000000003,5.6
United States of America,Lithuania,3561.02,399584.16000000003,0.9
Egypt,Lithuania,2275.0,399584.16000000003,0.6
Paraguay,Lithuania,2336.0,399584.16000000003,0.6
Spain,Lithuania,1467.45,399584.16000000003,0.4
Guyana,Lithuania,1028.15,399584.16000000003,0.3
Russian Federation,Lithuania,1237.04,399584.16000000003,0.3
France,Lithuania,634.19,399584.16000000003,0.2
Uruguay,Lithuania,652.0,399584.16000000003,0.2
Argentina,Lithuania,360.0,399584.16000000003,0.1
Portugal,Lithuania,248.53,399584.16000000003,0.1
Bulgaria,Lithuania,187.98,399584.16000000003,0.0
TÃ¼rkiye,Lithuania,1.3599999999999999,399584.16000000003,0.0
Portugal,Luxembourg,14938.08,30617.39,48.8
France,Luxembourg,11983.0,30617.39,39.1
Italy,Luxembourg,2785.0899999999997,30617.39,9.1
Pakistan,Luxembourg,537.0,30617.39,1.8
Spain,Luxembourg,135.03,30617.39,0.4
India,Luxembourg,102.5,30617.39,0.3
United States of America,Luxembourg,84.0,30617.39,0.3
Guyana,Luxembourg,24.0,30617.39,0.1
Thailand,Luxembourg,23.0,30617.39,0.1
Greece,Luxembourg,0.39,30617.39,0.0
TÃ¼rkiye,Luxembourg,5.3,30617.39,0.0
India,Madagascar,2733954.61,5629564.42,48.6
Pakistan,Madagascar,2502861.25,5629564.42,44.5
Thailand,Madagascar,249304.43,5629564.42,4.4
Viet Nam,Madagascar,73136.85,5629564.42,1.3
United States of America,Madagascar,63821.77,5629564.42,1.1
Italy,Madagascar,3741.52,5629564.42,0.1
Egypt,Madagascar,1526.0,5629564.42,0.0
France,Madagascar,100.69,5629564.42,0.0
Spain,Madagascar,33.3,5629564.42,0.0
TÃ¼rkiye,Madagascar,1000.0,5629564.42,0.0
United Republic of Tanzania,Madagascar,84.0,5629564.42,0.0
Pakistan,Malawi,7558.0,14922.94,50.6
India,Malawi,3073.44,14922.94,20.6
Italy,Malawi,2489.0,14922.94,16.7
United States of America,Malawi,1176.5,14922.94,7.9
United Republic of Tanzania,Malawi,592.0,14922.94,4.0
Spain,Malawi,32.0,14922.94,0.2
Portugal,Malawi,2.0,14922.94,0.0
Thailand,Malaysia,7385983.29,18501580.71,39.9
Viet Nam,Malaysia,5648066.5,18501580.71,30.5
Pakistan,Malaysia,2884850.66,18501580.71,15.6
India,Malaysia,2561420.08,18501580.71,13.8
United States of America,Malaysia,16316.03,18501580.71,0.1
Australia,Malaysia,2302.0,18501580.71,0.0
Bulgaria,Malaysia,1.0,18501580.71,0.0
Egypt,Malaysia,173.0,18501580.71,0.0
France,Malaysia,0.07,18501580.71,0.0
Italy,Malaysia,479.32,18501580.71,0.0
Niger,Malaysia,353.96000000000004,18501580.71,0.0
Russian Federation,Malaysia,10.3,18501580.71,0.0
Spain,Malaysia,96.8,18501580.71,0.0
TÃ¼rkiye,Malaysia,0.51,18501580.71,0.0
Uruguay,Malaysia,1527.19,18501580.71,0.0
India,Maldives,509233.48,601164.75,84.7
Pakistan,Maldives,67174.1,601164.75,11.2
Thailand,Maldives,24524.76,601164.75,4.1
Egypt,Maldives,48.0,601164.75,0.0
France,Maldives,0.47000000000000003,601164.75,0.0
Italy,Maldives,106.41,601164.75,0.0
Spain,Maldives,2.62,601164.75,0.0
TÃ¼rkiye,Maldives,5.5,601164.75,0.0
United States of America,Maldives,44.9,601164.75,0.0
Uruguay,Maldives,1.51,601164.75,0.0
Viet Nam,Maldives,23.0,601164.75,0.0
India,Mali,83171.26,172157.38,48.3
United States of America,Mali,49211.490000000005,172157.38,28.6
Viet Nam,Mali,25104.0,172157.38,14.6
Thailand,Mali,8674.9,172157.38,5.0
Pakistan,Mali,3676.0,172157.38,2.1
Spain,Mali,1601.12,172157.38,0.9
France,Mali,326.1,172157.38,0.2
TÃ¼rkiye,Mali,268.29,172157.38,0.2
Italy,Mali,53.2,172157.38,0.0
Niger,Mali,11.0,172157.38,0.0
Portugal,Mali,0.02,172157.38,0.0
United Republic of Tanzania,Mali,60.0,172157.38,0.0
Italy,Malta,22397.81,56903.92,39.4
Thailand,Malta,12963.3,56903.92,22.8
Pakistan,Malta,7165.22,56903.92,12.6
United States of America,Malta,5661.56,56903.92,9.9
India,Malta,5388.39,56903.92,9.5
TÃ¼rkiye,Malta,677.47,56903.92,1.2
Guyana,Malta,500.0,56903.92,0.9
Greece,Malta,434.36,56903.92,0.8
France,Malta,377.90999999999997,56903.92,0.7
Egypt,Malta,312.0,56903.92,0.5
Portugal,Malta,301.56,56903.92,0.5
Spain,Malta,307.37,56903.92,0.5
Argentina,Malta,151.0,56903.92,0.3
Uruguay,Malta,106.0,56903.92,0.2
Viet Nam,Malta,139.97,56903.92,0.2
Bulgaria,Malta,20.0,56903.92,0.0
Viet Nam,Marshall Islands,18075.239999999998,28335.469999999998,63.8
United States of America,Marshall Islands,8966.06,28335.469999999998,31.6
TÃ¼rkiye,Marshall Islands,932.73,28335.469999999998,3.3
Thailand,Marshall Islands,355.4,28335.469999999998,1.3
Bulgaria,Marshall Islands,2.0,28335.469999999998,0.0
France,Marshall Islands,1.48,28335.469999999998,0.0
Greece,Marshall Islands,1.98,28335.469999999998,0.0
India,Marshall Islands,0.12,28335.469999999998,0.0
Russian Federation,Marshall Islands,0.45999999999999996,28335.469999999998,0.0
Pakistan,Mauritania,160318.76,320062.02999999997,50.1
India,Mauritania,84206.62,320062.02999999997,26.3
Italy,Mauritania,22979.0,320062.02999999997,7.2
United States of America,Mauritania,20674.42,320062.02999999997,6.5
Thailand,Mauritania,13462.5,320062.02999999997,4.2
Viet Nam,Mauritania,13458.0,320062.02999999997,4.2
Egypt,Mauritania,4087.0,320062.02999999997,1.3
Guyana,Mauritania,701.0,320062.02999999997,0.2
France,Mauritania,21.61,320062.02999999997,0.0
Portugal,Mauritania,0.19,320062.02999999997,0.0
Spain,Mauritania,119.65,320062.02999999997,0.0
TÃ¼rkiye,Mauritania,33.28,320062.02999999997,0.0
India,Mauritius,691291.92,1502422.69,46.0
Pakistan,Mauritius,599920.22,1502422.69,39.9
Thailand,Mauritius,206075.24,1502422.69,13.7
Viet Nam,Mauritius,3291.6400000000003,1502422.69,0.2
Argentina,Mauritius,1000.0,1502422.69,0.1
France,Mauritius,20.64,1502422.69,0.0
Italy,Mauritius,332.26,1502422.69,0.0
Spain,Mauritius,2.6500000000000004,1502422.69,0.0
TÃ¼rkiye,Mauritius,3.99,1502422.69,0.0
United States of America,Mauritius,484.13,1502422.69,0.0
United States of America,Mexico,2301531.37,3860769.07,59.6
Uruguay,Mexico,921726.3200000001,3860769.07,23.9
Thailand,Mexico,299400.61,3860769.07,7.8
Argentina,Mexico,134417.8,3860769.07,3.5
Viet Nam,Mexico,87241.81,3860769.07,2.3
Paraguay,Mexico,41787.0,3860769.07,1.1
Pakistan,Mexico,37042.0,3860769.07,1.0
Guyana,Mexico,17322.13,3860769.07,0.4
India,Mexico,15566.44,3860769.07,0.4
Italy,Mexico,4331.22,3860769.07,0.1
Egypt,Mexico,264.0,3860769.07,0.0
France,Mexico,6.7,3860769.07,0.0
Portugal,Mexico,1.57,3860769.07,0.0
Spain,Mexico,127.94999999999999,3860769.07,0.0
TÃ¼rkiye,Mexico,2.15,3860769.07,0.0
United States of America,Micronesia (Federated States of),98769.51,99940.68999999999,98.8
Thailand,Micronesia (Federated States of),1171.18,99940.68999999999,1.2
Russian Federation,Mongolia,83037.3,119175.45,69.7
India,Mongolia,12140.12,119175.45,10.2
Kazakhstan,Mongolia,9700.64,119175.45,8.1
Viet Nam,Mongolia,8195.85,119175.45,6.9
Italy,Mongolia,2406.94,119175.45,2.0
Thailand,Mongolia,2415.52,119175.45,2.0
United States of America,Mongolia,1238.01,119175.45,1.0
France,Mongolia,1.06,119175.45,0.0
Portugal,Mongolia,28.58,119175.45,0.0
Spain,Mongolia,0.73,119175.45,0.0
TÃ¼rkiye,Mongolia,10.7,119175.45,0.0
Italy,Montenegro,10022.75,20988.54,47.8
India,Montenegro,3827.5,20988.54,18.2
TÃ¼rkiye,Montenegro,1869.75,20988.54,8.9
Thailand,Montenegro,1302.0,20988.54,6.2
Pakistan,Montenegro,1128.0,20988.54,5.4
Egypt,Montenegro,1000.0,20988.54,4.8
Greece,Montenegro,758.9200000000001,20988.54,3.6
Spain,Montenegro,502.84000000000003,20988.54,2.4
Russian Federation,Montenegro,251.70999999999998,20988.54,1.2
Paraguay,Montenegro,150.0,20988.54,0.7
United States of America,Montenegro,79.84,20988.54,0.4
Portugal,Montenegro,59.05,20988.54,0.3
Bulgaria,Montenegro,36.0,20988.54,0.2
France,Montenegro,0.18,20988.54,0.0
India,Morocco,215745.78,561978.08,38.4
Pakistan,Morocco,126027.65,561978.08,22.4
Thailand,Morocco,93179.22,561978.08,16.6
Egypt,Morocco,52967.47,561978.08,9.4
United States of America,Morocco,26860.51,561978.08,4.8
TÃ¼rkiye,Morocco,17176.68,561978.08,3.1
Spain,Morocco,8996.25,561978.08,1.6
Portugal,Morocco,7636.1900000000005,561978.08,1.4
Italy,Morocco,6692.34,561978.08,1.2
Greece,Morocco,4432.35,561978.08,0.8
Viet Nam,Morocco,1219.3899999999999,561978.08,0.2
France,Morocco,841.92,561978.08,0.1
Bulgaria,Morocco,200.05,561978.08,0.0
Guyana,Morocco,2.28,561978.08,0.0
Thailand,Mozambique,4730269.890000001,10119826.93,46.7
Pakistan,Mozambique,2805797.21,10119826.93,27.7
India,Mozambique,1883728.51,10119826.93,18.6
Viet Nam,Mozambique,649495.63,10119826.93,6.4
United States of America,Mozambique,37875.63,10119826.93,0.4
Italy,Mozambique,8258.09,10119826.93,0.1
Argentina,Mozambique,430.0,10119826.93,0.0
Egypt,Mozambique,67.0,10119826.93,0.0
France,Mozambique,2287.69,10119826.93,0.0
Paraguay,Mozambique,252.0,10119826.93,0.0
Portugal,Mozambique,462.47,10119826.93,0.0
Spain,Mozambique,17.08,10119826.93,0.0
Suriname,Mozambique,151.0,10119826.93,0.0
TÃ¼rkiye,Mozambique,2.19,10119826.93,0.0
United Republic of Tanzania,Mozambique,10.54,10119826.93,0.0
Uruguay,Mozambique,722.0,10119826.93,0.0
Thailand,Myanmar,102039.32999999999,135442.36,75.3
India,Myanmar,29311.489999999998,135442.36,21.6
United States of America,Myanmar,2664.98,135442.36,2.0
Pakistan,Myanmar,1025.0,135442.36,0.8
Portugal,Myanmar,298.16,135442.36,0.2
Egypt,Myanmar,50.0,135442.36,0.0
Italy,Myanmar,53.4,135442.36,0.0
India,Namibia,134589.08,153096.37999999998,87.9
Thailand,Namibia,14195.31,153096.37999999998,9.3
Pakistan,Namibia,1480.0,153096.37999999998,1.0
TÃ¼rkiye,Namibia,1160.0,153096.37999999998,0.8
United States of America,Namibia,819.0,153096.37999999998,0.5
Viet Nam,Namibia,389.0,153096.37999999998,0.3
Uruguay,Namibia,372.0,153096.37999999998,0.2
Italy,Namibia,3.0,153096.37999999998,0.0
Niger,Namibia,65.0,153096.37999999998,0.0
Portugal,Namibia,22.98,153096.37999999998,0.0
Spain,Namibia,1.0,153096.37999999998,0.0
United Republic of Tanzania,Namibia,0.01,153096.37999999998,0.0
United States of America,Nauru,210.86,406.66,51.9
Pakistan,Nauru,110.0,406.66,27.0
Thailand,Nauru,66.8,406.66,16.4
Australia,Nauru,19.0,406.66,4.7
India,Nepal,5300868.8100000005,5344159.670000001,99.2
United States of America,Nepal,42642.36,5344159.670000001,0.8
Italy,Nepal,5.65,5344159.670000001,0.0
Pakistan,Nepal,341.0,5344159.670000001,0.0
Spain,Nepal,0.02,5344159.670000001,0.0
Thailand,Nepal,276.83,5344159.670000001,0.0
Viet Nam,Nepal,25.0,5344159.670000001,0.0
India,Netherlands (Kingdom of the),1066733.08,5509491.28,19.4
Thailand,Netherlands (Kingdom of the),983026.27,5509491.28,17.8
Pakistan,Netherlands (Kingdom of the),705052.26,5509491.28,12.8
Italy,Netherlands (Kingdom of the),688609.98,5509491.28,12.5
Guyana,Netherlands (Kingdom of the),452640.2,5509491.28,8.2
Spain,Netherlands (Kingdom of the),424300.27,5509491.28,7.7
United States of America,Netherlands (Kingdom of the),411037.47,5509491.28,7.5
Argentina,Netherlands (Kingdom of the),230142.83000000002,5509491.28,4.2
Uruguay,Netherlands (Kingdom of the),158276.71,5509491.28,2.9
Viet Nam,Netherlands (Kingdom of the),102580.34,5509491.28,1.9
France,Netherlands (Kingdom of the),98930.08,5509491.28,1.8
Greece,Netherlands (Kingdom of the),70849.58,5509491.28,1.3
Paraguay,Netherlands (Kingdom of the),43202.55,5509491.28,0.8
Portugal,Netherlands (Kingdom of the),36610.380000000005,5509491.28,0.7
Suriname,Netherlands (Kingdom of the),22608.03,5509491.28,0.4
Egypt,Netherlands (Kingdom of the),12250.0,5509491.28,0.2
Australia,Netherlands (Kingdom of the),65.0,5509491.28,0.0
Bulgaria,Netherlands (Kingdom of the),685.1800000000001,5509491.28,0.0
Russian Federation,Netherlands (Kingdom of the),20.0,5509491.28,0.0
TÃ¼rkiye,Netherlands (Kingdom of the),849.0699999999999,5509491.28,0.0
United Republic of Tanzania,Netherlands (Kingdom of the),1022.0,5509491.28,0.0
Thailand,New Caledonia,142341.44,152680.84,93.2
United States of America,New Caledonia,8160.0,152680.84,5.3
Australia,New Caledonia,978.0,152680.84,0.6
France,New Caledonia,727.1,152680.84,0.5
Viet Nam,New Caledonia,354.69,152680.84,0.2
Pakistan,New Caledonia,106.0,152680.84,0.1
Italy,New Caledonia,13.61,152680.84,0.0
Thailand,New Zealand,318787.75,648274.77,49.2
India,New Zealand,112041.16,648274.77,17.3
United States of America,New Zealand,74544.28,648274.77,11.5
Pakistan,New Zealand,72731.65,648274.77,11.2
Viet Nam,New Zealand,59707.75,648274.77,9.2
Italy,New Zealand,4795.01,648274.77,0.7
Spain,New Zealand,4463.54,648274.77,0.7
Argentina,New Zealand,420.15999999999997,648274.77,0.1
Australia,New Zealand,392.0,648274.77,0.1
Egypt,New Zealand,253.0,648274.77,0.0
France,New Zealand,4.2,648274.77,0.0
Greece,New Zealand,0.6,648274.77,0.0
Russian Federation,New Zealand,42.49,648274.77,0.0
TÃ¼rkiye,New Zealand,0.55,648274.77,0.0
Uruguay,New Zealand,90.63,648274.77,0.0
United States of America,Nicaragua,204688.63999999998,258811.76,79.1
Guyana,Nicaragua,18464.74,258811.76,7.1
Uruguay,Nicaragua,17846.73,258811.76,6.9
Argentina,Nicaragua,9019.9,258811.76,3.5
Paraguay,Nicaragua,6559.09,258811.76,2.5
Spain,Nicaragua,1423.63,258811.76,0.6
India,Nicaragua,500.0,258811.76,0.2
Italy,Nicaragua,124.03,258811.76,0.0
Niger,Nicaragua,72.0,258811.76,0.0
Pakistan,Nicaragua,113.0,258811.76,0.0
India,Niger,810517.86,1681760.94,48.2
Thailand,Niger,706210.63,1681760.94,42.0
United States of America,Niger,117296.85,1681760.94,7.0
Pakistan,Niger,23319.0,1681760.94,1.4
Benin,Niger,18271.559999999998,1681760.94,1.1
Italy,Niger,4852.9,1681760.94,0.3
France,Niger,433.59999999999997,1681760.94,0.0
Guyana,Niger,5.0,1681760.94,0.0
TÃ¼rkiye,Niger,373.54,1681760.94,0.0
Uruguay,Niger,480.0,1681760.94,0.0
Thailand,Nigeria,14009352.3,20177106.12,69.4
India,Nigeria,4803999.850000001,20177106.12,23.8
Benin,Nigeria,815287.0,20177106.12,4.0
Niger,Nigeria,222532.74999999997,20177106.12,1.1
United States of America,Nigeria,181305.62,20177106.12,0.9
Pakistan,Nigeria,95650.95,20177106.12,0.5
Viet Nam,Nigeria,46084.16,20177106.12,0.2
Egypt,Nigeria,258.46,20177106.12,0.0
France,Nigeria,29.25,20177106.12,0.0
Italy,Nigeria,174.62,20177106.12,0.0
Paraguay,Nigeria,225.0,20177106.12,0.0
Portugal,Nigeria,0.01,20177106.12,0.0
Spain,Nigeria,88.48,20177106.12,0.0
TÃ¼rkiye,Nigeria,7.67,20177106.12,0.0
United Republic of Tanzania,Nigeria,30.0,20177106.12,0.0
Uruguay,Nigeria,2080.0,20177106.12,0.0
Pakistan,Niue,368.0,435.8,84.4
India,Niue,48.0,435.8,11.0
United States of America,Niue,19.8,435.8,4.5
Greece,North Macedonia,8192.27,12815.41,63.9
Italy,North Macedonia,2475.35,12815.41,19.3
Bulgaria,North Macedonia,1741.48,12815.41,13.6
TÃ¼rkiye,North Macedonia,264.07,12815.41,2.1
Thailand,North Macedonia,82.0,12815.41,0.6
India,North Macedonia,25.0,12815.41,0.2
Spain,North Macedonia,24.74,12815.41,0.2
France,North Macedonia,10.5,12815.41,0.1
Thailand,Norway,222992.11,470945.73,47.3
Pakistan,Norway,68401.23,470945.73,14.5
Italy,Norway,62083.84,470945.73,13.2
Viet Nam,Norway,34177.130000000005,470945.73,7.3
India,Norway,33805.68,470945.73,7.2
United States of America,Norway,23816.48,470945.73,5.1
Spain,Norway,23374.96,470945.73,5.0
Egypt,Norway,847.0,470945.73,0.2
Portugal,Norway,666.71,470945.73,0.1
TÃ¼rkiye,Norway,677.1800000000001,470945.73,0.1
France,Norway,30.31,470945.73,0.0
Greece,Norway,39.81,470945.73,0.0
Russian Federation,Norway,1.29,470945.73,0.0
United Republic of Tanzania,Norway,32.0,470945.73,0.0
India,Oman,2323867.71,4765285.62,48.8
Pakistan,Oman,2196323.12,4765285.62,46.1
Thailand,Oman,231444.75,4765285.62,4.9
Egypt,Oman,5722.0,4765285.62,0.1
United States of America,Oman,2771.31,4765285.62,0.1
Viet Nam,Oman,4326.49,4765285.62,0.1
France,Oman,5.26,4765285.62,0.0
Italy,Oman,103.88,4765285.62,0.0
TÃ¼rkiye,Oman,639.99,4765285.62,0.0
United Republic of Tanzania,Oman,81.11,4765285.62,0.0
United States of America,Pakistan,156788.9,246604.75999999998,63.6
India,Pakistan,40998.85,246604.75999999998,16.6
Thailand,Pakistan,31074.53,246604.75999999998,12.6
Niger,Pakistan,6793.55,246604.75999999998,2.8
United Republic of Tanzania,Pakistan,4341.18,246604.75999999998,1.8
Viet Nam,Pakistan,2825.26,246604.75999999998,1.1
Benin,Pakistan,2000.0,246604.75999999998,0.8
TÃ¼rkiye,Pakistan,1357.9,246604.75999999998,0.6
France,Pakistan,172.68,246604.75999999998,0.1
Spain,Pakistan,134.06,246604.75999999998,0.1
Australia,Pakistan,21.0,246604.75999999998,0.0
Greece,Pakistan,11.0,246604.75999999998,0.0
Italy,Pakistan,70.0,246604.75999999998,0.0
Portugal,Pakistan,11.9,246604.75999999998,0.0
Russian Federation,Pakistan,3.95,246604.75999999998,0.0
Egypt,Palestine,57057.31,98882.33,57.7
Pakistan,Palestine,18652.48,98882.33,18.9
TÃ¼rkiye,Palestine,13044.96,98882.33,13.2
Italy,Palestine,4120.0,98882.33,4.2
Portugal,Palestine,2508.28,98882.33,2.5
Bulgaria,Palestine,1193.98,98882.33,1.2
Greece,Palestine,1048.09,98882.33,1.1
Spain,Palestine,416.0,98882.33,0.4
Thailand,Palestine,427.23,98882.33,0.4
France,Palestine,336.0,98882.33,0.3
India,Palestine,78.0,98882.33,0.1
United States of America,Panama,165770.53,366959.17,45.2
Guyana,Panama,149322.19999999998,366959.17,40.7
Uruguay,Panama,26274.26,366959.17,7.2
Paraguay,Panama,6564.54,366959.17,1.8
Viet Nam,Panama,6157.54,366959.17,1.7
Argentina,Panama,5063.91,366959.17,1.4
Suriname,Panama,3201.0,366959.17,0.9
Pakistan,Panama,2187.0,366959.17,0.6
TÃ¼rkiye,Panama,787.47,366959.17,0.2
India,Panama,395.08000000000004,366959.17,0.1
Italy,Panama,500.22,366959.17,0.1
Spain,Panama,310.76,366959.17,0.1
Thailand,Panama,336.26,366959.17,0.1
Bulgaria,Panama,32.0,366959.17,0.0
France,Panama,4.22,366959.17,0.0
Greece,Panama,47.11,366959.17,0.0
Portugal,Panama,0.67,366959.17,0.0
Russian Federation,Panama,4.4,366959.17,0.0
Thailand,Papua New Guinea,716405.28,1658892.1600000001,43.2
Viet Nam,Papua New Guinea,485815.86,1658892.1600000001,29.3
United States of America,Papua New Guinea,322041.72000000003,1658892.1600000001,19.4
India,Papua New Guinea,134100.34,1658892.1600000001,8.1
Australia,Papua New Guinea,8.0,1658892.1600000001,0.0
Italy,Papua New Guinea,0.96,1658892.1600000001,0.0
Pakistan,Papua New Guinea,520.0,1658892.1600000001,0.0
Argentina,Paraguay,4145.11,6518.95,63.6
Uruguay,Paraguay,1478.25,6518.95,22.7
Pakistan,Paraguay,482.0,6518.95,7.4
United States of America,Paraguay,208.2,6518.95,3.2
Italy,Paraguay,123.28,6518.95,1.9
India,Paraguay,48.2,6518.95,0.7
Spain,Paraguay,29.71,6518.95,0.5
Kazakhstan,Paraguay,1.0,6518.95,0.0
TÃ¼rkiye,Paraguay,3.2,6518.95,0.0
Uruguay,Peru,2614682.7,3158230.66,82.8
Thailand,Peru,281518.71,3158230.66,8.9
United States of America,Peru,131515.94,3158230.66,4.2
Argentina,Peru,86570.3,3158230.66,2.7
Paraguay,Peru,37227.68,3158230.66,1.2
Guyana,Peru,2347.5,3158230.66,0.1
Viet Nam,Peru,3008.25,3158230.66,0.1
India,Peru,157.7,3158230.66,0.0
Italy,Peru,896.03,3158230.66,0.0
Pakistan,Peru,38.0,3158230.66,0.0
Russian Federation,Peru,2.58,3158230.66,0.0
Spain,Peru,265.27,3158230.66,0.0
Viet Nam,Philippines,18788045.439999998,29041159.269999996,64.7
Thailand,Philippines,7512044.39,29041159.269999996,25.9
Pakistan,Philippines,1259321.45,29041159.269999996,4.3
India,Philippines,845333.76,29041159.269999996,2.9
United States of America,Philippines,633091.81,29041159.269999996,2.2
Egypt,Philippines,2085.0,29041159.269999996,0.0
France,Philippines,116.14,29041159.269999996,0.0
Italy,Philippines,524.75,29041159.269999996,0.0
Portugal,Philippines,0.58,29041159.269999996,0.0
Russian Federation,Philippines,484.0,29041159.269999996,0.0
Spain,Philippines,92.52,29041159.269999996,0.0
TÃ¼rkiye,Philippines,19.43,29041159.269999996,0.0
Italy,Poland,572944.75,1754113.45,32.7
Greece,Poland,386065.06,1754113.45,22.0
Pakistan,Poland,201128.76,1754113.45,11.5
Thailand,Poland,175327.64,1754113.45,10.0
India,Poland,93298.36,1754113.45,5.3
Viet Nam,Poland,71806.26,1754113.45,4.1
Guyana,Poland,61559.7,1754113.45,3.5
Paraguay,Poland,45346.46,1754113.45,2.6
Spain,Poland,35104.53,1754113.45,2.0
Bulgaria,Poland,27346.3,1754113.45,1.6
Uruguay,Poland,26398.0,1754113.45,1.5
Argentina,Poland,15697.0,1754113.45,0.9
France,Poland,14057.4,1754113.45,0.8
United States of America,Poland,13907.6,1754113.45,0.8
Portugal,Poland,10135.66,1754113.45,0.6
Egypt,Poland,1328.52,1754113.45,0.1
Suriname,Poland,2298.0,1754113.45,0.1
Kazakhstan,Poland,104.0,1754113.45,0.0
Russian Federation,Poland,68.0,1754113.45,0.0
TÃ¼rkiye,Poland,191.45,1754113.45,0.0
Guyana,Portugal,846573.51,1806476.6300000001,46.9
Spain,Portugal,238430.61,1806476.6300000001,13.2
Uruguay,Portugal,180598.28,1806476.6300000001,10.0
Pakistan,Portugal,112961.95,1806476.6300000001,6.3
India,Portugal,92320.11,1806476.6300000001,5.1
Thailand,Portugal,88074.66,1806476.6300000001,4.9
Paraguay,Portugal,60154.2,1806476.6300000001,3.3
Suriname,Portugal,57302.92,1806476.6300000001,3.2
Italy,Portugal,36163.229999999996,1806476.6300000001,2.0
France,Portugal,32262.93,1806476.6300000001,1.8
Argentina,Portugal,21762.0,1806476.6300000001,1.2
Greece,Portugal,18010.74,1806476.6300000001,1.0
Viet Nam,Portugal,12675.65,1806476.6300000001,0.7
Egypt,Portugal,6807.0,1806476.6300000001,0.4
United States of America,Portugal,1946.81,1806476.6300000001,0.1
Bulgaria,Portugal,220.47,1806476.6300000001,0.0
TÃ¼rkiye,Portugal,211.56,1806476.6300000001,0.0
India,Qatar,2118904.57,3457491.6399999997,61.3
Pakistan,Qatar,1047489.91,3457491.6399999997,30.3
Thailand,Qatar,142347.73,3457491.6399999997,4.1
Viet Nam,Qatar,105504.95999999999,3457491.6399999997,3.1
United States of America,Qatar,23620.0,3457491.6399999997,0.7
Egypt,Qatar,12606.69,3457491.6399999997,0.4
TÃ¼rkiye,Qatar,1810.19,3457491.6399999997,0.1
Bulgaria,Qatar,440.15,3457491.6399999997,0.0
France,Qatar,78.37,3457491.6399999997,0.0
Greece,Qatar,738.0,3457491.6399999997,0.0
Italy,Qatar,517.23,3457491.6399999997,0.0
Niger,Qatar,37.0,3457491.6399999997,0.0
Portugal,Qatar,1585.1100000000001,3457491.6399999997,0.0
